Track Name,Artist,Danceability,Energy,Loudness,Acousticness,Instrumentalness,Liveness,Speechiness,Tempo,Key,Mode,Liked
Clouds,One Direction,0.395,0.906,-4.683,0.0183,0.0,0.382,0.0866,147.864,0,1,0
Ransom,UnoTheActivist,0.811,0.388,-13.273,0.099,0.0,0.102,0.47,130.257,8,1,0
Falling Back,Drake,0.718,0.758,-8.29,0.238,0.00653,0.11,0.0703,118.989,10,1,0
Skeezers,A Boogie Wit da Hoodie,0.792,0.484,-7.801,0.558,0.0,0.134,0.155,140.019,7,0,0
Shut Down,BLACKPINK,0.82,0.686,-5.102,0.00412,0.0,0.184,0.038,110.058,0,1,0
Payphone,Maroon 5,0.739,0.756,-4.828,0.0136,0.0,0.37,0.0394,110.028,4,1,0
ROYAL,IVE,0.796,0.85,-2.987,0.0905,3.39e-06,0.205,0.102,109.922,1,1,0
Impurities,LE SSERAFIM,0.715,0.757,-4.746,0.231,0.0,0.0656,0.0373,90.065,9,0,1
BLANK!,SPLURGE,0.829,0.421,-7.048,0.00213,0.416,0.11,0.153,130.1,0,1,0
Shingeki Gt 20130218 Kyojin,Hiroyuki Sawano,0.159,0.197,-15.228,0.505,0.94,0.127,0.0312,85.869,9,0,1
HIGHER GROUND,EXILE TRIBE,0.511,0.941,-2.823,0.00389,0.0,0.337,0.18,128.004,3,0,1
Shinkiro,TK from Ling tosite sigure,0.651,0.749,-7.241,0.0176,2.07e-05,0.0942,0.0336,102.567,1,0,1
Givenchy,UnoTheActivist,0.768,0.338,-21.439,0.117,0.0,0.131,0.252,136.388,11,0,0
proud of you,PANDORA,0.513,0.827,-4.72,0.00408,5.17e-06,0.351,0.0328,140.999,7,0,1
Groceries,MadeinTYO,0.972,0.335,-7.764,0.00242,6.27e-06,0.0941,0.459,120.05,10,0,0
More M’s,Drake,0.704,0.504,-6.749,0.0405,0.000422,0.139,0.223,82.537,1,1,0
インフェルノ,Mrs. GREEN APPLE,0.533,0.918,-2.095,0.00894,0.0,0.643,0.0616,92.504,4,1,1
Tear,BTS,0.711,0.903,-2.723,0.327,0.0,0.0887,0.247,140.015,6,0,1
Pretty Ting (Feat. 김승민),BIBI,0.606,0.763,-5.504,0.106,0.0,0.113,0.274,165.986,6,0,1
ODD FUTURE,UVERworld,0.694,0.795,-4.649,0.015,0.0,0.114,0.0924,128.036,0,0,1
Typa Girl,BLACKPINK,0.915,0.621,-6.519,0.0745,0.0,0.628,0.1,131.984,7,1,0
Kill This Love,BLACKPINK,0.763,0.835,-5.234,0.323,0.00221,0.225,0.191,131.875,2,0,0
Love So Sweet,Cherry Bullet,0.76,0.811,-1.682,0.162,0.0,0.133,0.308,149.966,6,0,1
Amazing Trees -extended ver.-,SawanoHiroyuki[nZk],0.596,0.892,-4.458,0.0562,0.0,0.124,0.0427,92.018,11,1,1
PAY ME,Thouxanbanfauni,0.73,0.666,-10.312,0.243,0.000394,0.145,0.0531,163.042,10,0,0
Drag Me Down,One Direction,0.73,0.703,-5.672,0.109,0.0,0.0657,0.0369,138.113,0,0,0
Drug Addiction,YoungBoy Never Broke Again,0.819,0.738,-5.159,0.47,0.0,0.117,0.186,139.957,1,0,0
FLY HIGH!!,BURNOUT SYNDROMES,0.468,0.961,-1.434,0.0133,0.0,0.331,0.0727,94.646,11,1,1
SET ME FREE,TWICE,0.756,0.831,-2.536,0.0966,0.0,0.0499,0.141,113.025,5,0,1
Twinkle,PURPLE KISS,0.672,0.917,-2.56,0.0855,1.74e-06,0.13,0.0343,123.003,5,1,1
"Hate me, Hurt me, Love me",PURPLE KISS,0.74,0.867,-2.984,0.282,0.0,0.0625,0.0509,108.027,5,1,1
Homebody,UnoTheActivist,0.518,0.477,-12.381,0.173,0.0,0.219,0.527,86.704,5,0,0
Chronos,STEREO DIVE FOUNDATION,0.451,0.965,-3.751,0.000214,2.66e-05,0.327,0.0907,99.998,10,0,1
Ball Forever,UnoTheActivist,0.659,0.318,-13.311,0.618,0.0,0.12,0.165,146.001,5,0,0
Your eyes tell,BTS,0.449,0.491,-6.433,0.279,0.0,0.0654,0.029,139.923,9,0,0
Fairytale,Dreamcatcher,0.574,0.911,-3.322,0.0246,0.0,0.124,0.0391,109.945,11,0,1
MAZE,(G)I-DLE,0.726,0.85,-3.355,0.109,0.0,0.192,0.0358,99.99,5,0,1
TT,TWICE,0.708,0.853,-4.398,0.0525,0.000173,0.399,0.0844,129.946,2,1,1
Do Too Much,UnoTheActivist,0.668,0.389,-12.914,0.515,0.0,0.378,0.237,152.152,1,1,0
Change Your Ticket,One Direction,0.59,0.944,-4.323,0.00154,0.0,0.322,0.0499,103.991,10,1,0
Phobia,Stray Kids,0.681,0.923,-3.387,0.0491,0.0,0.0769,0.042,141.996,1,1,1
Just the Way You Are,Bruno Mars,0.635,0.841,-5.379,0.0134,0.0,0.0622,0.0422,109.021,5,1,0
In the summer,TWICE,0.792,0.846,-3.986,0.0402,0.0,0.327,0.144,113.009,1,1,1
ASTROTHUNDER,Travis Scott,0.7,0.46,-8.111,0.142,4.81e-05,0.111,0.0661,151.901,4,0,1
MIC Drop (Steve Aoki Remix) [Full Length Edition],BTS,0.606,0.848,-3.952,0.0114,1.06e-06,0.206,0.184,170.01,11,1,1
Swim Away,KIMSEJEONG,0.817,0.693,-5.717,0.331,0.011,0.103,0.158,104.954,11,1,1
Boxer,Stray Kids,0.642,0.902,-3.471,0.00716,0.0,0.185,0.131,104.897,2,1,1
BOM BI DI BOM,LUNARSOLAR,0.73,0.943,-1.929,0.0719,0.0,0.227,0.0937,108.038,0,0,1
駆け引き,Maiko Fujita,0.593,0.519,-7.035,0.311,0.0,0.131,0.0256,98.029,5,0,1
CRY FOR ME,TWICE,0.702,0.692,-5.405,0.0542,0.0,0.0877,0.0539,144.896,10,1,1
Not One of Dem,UnoTheActivist,0.744,0.507,-10.813,0.00322,8.19e-05,0.112,0.255,76.974,2,1,0
Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],Metro Boomin,0.521,0.526,-8.691,0.131,0.000577,0.173,0.276,161.571,1,1,1
Enjoy Yourself (feat. Karol G),Pop Smoke,0.764,0.676,-6.761,0.389,0.0,0.215,0.0927,97.02,11,0,0
DOMINO,Stray Kids,0.687,0.866,-2.01,0.0301,0.0,0.0755,0.0466,160.066,7,1,1
Your Battle Is My Battle,Chica,0.441,0.753,-5.96,0.00277,0.876,0.234,0.0564,139.974,1,1,0
XO Tour Llif3,Lil Uzi Vert,0.732,0.75,-6.366,0.00264,0.0,0.109,0.231,155.096,11,0,1
Rebel's Kick It,YoungBoy Never Broke Again,0.453,0.72,-5.839,0.233,0.0,0.156,0.255,80.788,0,0,0
ポラリス,Aimer,0.456,0.636,-5.938,0.0492,0.0,0.351,0.0287,147.967,9,1,1
GLOCK IN MY PURSE,Lil Uzi Vert,0.677,0.56,-6.386,0.306,0.0,0.0974,0.319,139.905,1,1,0
"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",MIRANI,0.808,0.805,-3.835,0.215,0.0,0.0932,0.0878,139.927,8,1,1
The Man Who Never Lied,Maroon 5,0.627,0.848,-5.989,0.000388,0.0,0.0716,0.0351,139.954,2,1,0
Life Goes On,BTS,0.566,0.716,-5.733,0.00691,0.0,0.37,0.0424,81.068,1,1,0
DUN DUN,EVERGLOW,0.692,0.881,-2.563,0.0457,4.26e-06,0.146,0.0461,103.055,11,0,1
Wavy,Lil Keed,0.89,0.472,-7.023,0.0643,0.0,0.108,0.401,76.009,8,1,1
永遠に光れ (Everlasting Shine),TOMORROW X TOGETHER,0.527,0.891,-1.511,0.119,0.0,0.208,0.0724,127.097,7,0,1
Tung-Tung - Empty,(G)I-DLE,0.691,0.773,-4.971,0.481,6.23e-06,0.141,0.042,104.941,9,0,1
She Never Been To Pluto,Future,0.827,0.615,-5.879,0.0159,0.0,0.307,0.222,132.996,7,1,1
Battlefield (feat. 21 Lil Harold),Young Nudy,0.879,0.493,-6.401,0.0212,0.0072,0.111,0.305,75.471,1,0,0
Spiced,UnoTheActivist,0.766,0.505,-9.546,0.011,0.0,0.0757,0.333,139.882,7,1,0
Bird Is The Word,UnoTheActivist,0.825,0.792,-4.068,0.228,0.0,0.378,0.0447,123.047,5,0,0
Justiφ's,ISSA,0.492,0.966,-1.772,0.00283,0.0,0.17,0.114,156.87,6,1,1
p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole,0.861,0.656,-7.867,0.104,0.0,0.0986,0.425,88.967,4,0,1
31 DAYS,Future,0.875,0.644,-6.554,0.267,0.0,0.125,0.222,139.086,1,1,1
"Floyd Mayweather (feat. Travis Scott, Gucci Mane and Gunna)",Young Thug,0.891,0.491,-8.874,0.339,0.0,0.296,0.118,133.984,8,1,1
My distinction,BiSH,0.532,0.851,-5.9,0.000156,0.332,0.104,0.0394,104.006,8,1,1
Fell In Luv (feat. Bryson Tiller),Playboi Carti,0.657,0.668,-6.208,0.0273,0.0,0.32,0.136,162.997,2,1,0
Symphonicsuite (Aot) Part2-1st: Attack on Titan (Wmid),Hiroyuki Sawano,0.496,0.736,-6.039,0.0161,0.0208,0.362,0.0827,124.692,5,1,1
100 Shells (feat. YNW Melly),Yung Bans,0.626,0.744,-4.921,0.546,0.0,0.648,0.301,151.563,4,0,1
Jimmy Cooks (feat. 21 Savage),Drake,0.529,0.673,-4.711,0.000307,2.41e-06,0.093,0.175,165.921,0,1,1
"Waiting For Us (Bang Chan, Lee Know, Seungmin, I.N)",Stray Kids,0.419,0.595,-3.925,0.102,0.0,0.0895,0.0278,87.822,3,1,1
Dead Trollz,YoungBoy Never Broke Again,0.524,0.832,-4.351,0.0508,0.0,0.632,0.471,111.142,6,1,0
STYX HELIX,MYTH & ROID,0.591,0.859,-5.463,0.0402,1.58e-05,0.0596,0.0554,122.989,9,1,1
LET YALL HIDE!,SPLURGE,0.818,0.439,-6.341,0.000435,0.0271,0.0904,0.299,129.853,7,1,0
UnFazed (feat. The Weeknd),Lil Uzi Vert,0.778,0.707,-3.606,0.0459,0.0,0.111,0.0746,126.684,4,0,1
カオスが極まる,UNISON SQUARE GARDEN,0.435,0.963,-3.581,0.00641,0.0,0.315,0.233,97.545,2,1,1
Do What I Want,Lil Uzi Vert,0.681,0.701,-6.336,0.106,0.0,0.208,0.0767,139.952,9,1,1
Sky Walker (feat. Travis Scott),Miguel,0.674,0.506,-10.532,0.173,0.0,0.0866,0.0434,145.965,6,1,1
Voices,Stray Kids,0.667,0.872,-3.561,0.0205,0.0,0.35,0.0729,149.969,1,1,1
Felidae <iv-ver.>,SawanoHiroyuki[nZk],0.636,0.791,-5.181,0.0154,1.83e-05,0.0582,0.0721,195.944,5,0,1
RE:I AM,Aimer,0.475,0.824,-5.019,0.12,0.0,0.389,0.0622,143.969,8,1,1
Sugar,Maroon 5,0.748,0.788,-7.055,0.0591,0.0,0.0863,0.0334,120.076,1,1,0
SET ME FREE (Tommy “TBHits” Brown Remix) (ENG),TWICE,0.807,0.816,-2.526,0.00821,0.0,0.0945,0.0554,120.077,5,0,1
Money To Spend,Young Nudy,0.811,0.586,-9.14,0.0408,0.0,0.0263,0.182,81.517,1,1,0
Memories,A Boogie Wit da Hoodie,0.736,0.676,-7.683,0.0568,0.0,0.0839,0.218,81.931,7,0,0
After Hours,The Weeknd,0.664,0.572,-6.099,0.0811,0.00604,0.121,0.0305,108.959,5,0,1
Big Bankroll,YoungBoy Never Broke Again,0.737,0.661,-4.949,0.657,0.0,0.0685,0.279,82.449,2,1,0
Walking in the Wind,One Direction,0.687,0.447,-6.586,0.0829,0.0,0.0878,0.0486,114.578,8,1,0
Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,0.735,0.74,-3.837,0.0967,0.0,0.101,0.0519,141.948,0,0,1
Bigger Than Life,Lil Uzi Vert,0.776,0.752,-4.711,0.325,0.0,0.33,0.193,140.013,8,0,1
Shots Fired (feat. Kourtney Money),Young Nudy,0.784,0.715,-7.639,0.0262,0.0,0.382,0.289,76.493,2,1,0
エンドレスライン,Reol,0.735,0.858,-2.454,0.028,0.000101,0.0903,0.0941,95.0,6,0,1
Fish Scale (Bonus Track) (feat. Gucci Mane),Young Nudy,0.542,0.488,-8.841,0.0708,0.0,0.268,0.408,77.496,1,1,0
Show Stopper,UnoTheActivist,0.752,0.513,-12.212,0.0263,0.0,0.297,0.268,144.888,1,1,0
Lingo,aespa,0.763,0.886,-1.365,0.116,0.000796,0.145,0.0931,96.011,7,1,0
Till I See You,Lil Pump,0.77,0.776,-6.843,0.00276,0.0,0.118,0.197,83.48,7,1,0
Into It,A Boogie Wit da Hoodie,0.526,0.456,-10.564,0.413,3e-06,0.118,0.255,179.995,3,0,0
Slimey Guy,UnoTheActivist,0.58,0.756,-6.539,0.159,0.0,0.155,0.241,157.855,6,1,0
Next Level - Habstrakt Remix,aespa,0.828,0.816,-5.211,0.00387,0.201,0.074,0.106,109.017,6,1,0
The Last One,TEAM Z,0.399,0.903,-3.102,0.00472,0.0,0.388,0.0846,161.896,11,0,1
KEEP IT BURNIN (feat. Kanye West),Future,0.652,0.578,-6.187,0.00861,0.0,0.285,0.161,87.395,0,1,1
Flooded,Migos,0.953,0.511,-6.208,0.00742,1.73e-06,0.118,0.401,135.067,10,0,0
X.U.,SawanoHiroyuki[nZk]:Gemie,0.592,0.87,-6.609,0.000339,0.000843,0.0891,0.0433,127.006,10,0,1
Praise God,UnoTheActivist,0.507,0.797,-8.16,0.00374,1.09e-05,0.359,0.103,153.905,5,0,0
Xl-Tt,Hiroyuki Sawano,0.273,0.576,-11.07,0.0426,0.91,0.117,0.059,182.018,2,1,1
Real Right,Young Nudy,0.877,0.687,-6.562,0.323,0.0,0.165,0.251,144.096,6,0,0
FANCY,TWICE,0.697,0.874,-2.15,0.0122,0.0,0.627,0.0449,132.018,5,0,1
FIND YOU,LULUPOP DAISY,0.706,0.841,-4.764,0.0942,3.76e-05,0.138,0.0345,102.98,5,0,1
Project X,Young Nudy,0.797,0.418,-8.136,0.0798,0.0,0.263,0.351,145.925,1,1,0
pF-AdLibⅣ,Hiroyuki Sawano,0.601,0.0982,-16.236,0.966,0.904,0.091,0.081,68.433,11,0,1
Jimmy Fallon,UnoTheActivist,0.697,0.574,-11.511,0.00912,0.0,0.124,0.376,159.722,8,0,0
Choppa Won't Miss (feat. Young Thug),Playboi Carti,0.857,0.661,-6.544,0.0182,0.0,0.115,0.319,163.077,0,1,0
Ps & Qs,Lil Uzi Vert,0.522,0.428,-11.332,0.235,2.35e-06,0.278,0.143,129.829,11,0,1
Cancer Stick No Pressure (feat. Offset),Young Nudy,0.833,0.564,-11.48,0.0595,0.000732,0.233,0.108,130.012,8,1,0
落書きペイジ,KANKAKU PIERO,0.222,0.98,-0.627,0.0047,0.0706,0.228,0.167,184.112,1,1,1
Mo Money,UnoTheActivist,0.406,0.646,-8.56,0.00761,0.000507,0.147,0.238,101.928,5,0,0
Diamonds Dancing (feat. Travis Scott),Young Stoner Life,0.851,0.703,-7.351,0.00949,2.57e-05,0.0895,0.303,74.017,4,0,1
LAST WALTZ,TWICE,0.799,0.772,-3.272,0.213,0.0,0.0892,0.105,141.968,7,0,1
If I Could Draw Life,YOASOBI,0.655,0.862,-4.274,0.0718,0.000307,0.175,0.042,100.03,10,0,1
Eye-Water,Hiroyuki Sawano,0.585,0.335,-13.812,0.663,0.888,0.0987,0.0313,119.947,9,0,1
Love Maze,BTS,0.636,0.876,-4.652,0.0487,0.0,0.0728,0.0617,149.932,9,1,1
"UP & DOWN (Feat. Mirani, PENOMECO)",Coogie,0.752,0.848,-5.214,0.139,0.0,0.101,0.0496,137.987,7,0,1
Light It Up,Young Thug,0.953,0.515,-8.546,0.00389,0.0,0.11,0.0846,138.039,10,1,1
Daylight,Maroon 5,0.662,0.67,-5.504,0.0022,0.0,0.203,0.027,119.977,2,1,0
On BS,Drake,0.841,0.358,-8.368,0.0201,0.0,0.39,0.591,158.014,9,1,0
Mile High (feat. Travis Scott & Metro Boomin),James Blake,0.754,0.37,-9.854,0.403,6.22e-05,0.107,0.12,114.941,6,0,1
Be The One,PANDORA,0.512,0.998,-2.651,0.00354,0.735,0.129,0.134,136.002,7,0,1
戸惑い,Maiko Fujita,0.602,0.41,-6.79,0.891,0.000108,0.341,0.0259,106.941,7,0,1
ON - Japanese ver.,BTS,0.598,0.821,-5.653,0.119,0.0,0.298,0.114,105.991,9,0,0
Shingeki Pf - Medley 20130629 Kyojin,Hiroyuki Sawano,0.411,0.0308,-24.494,0.993,0.913,0.073,0.0432,131.835,7,1,1
Kitsch,IVE,0.8,0.792,-4.953,0.0119,1.11e-06,0.0495,0.0529,102.0,11,1,0
THEM SIRENS,Thouxanbanfauni,0.758,0.444,-19.102,0.0753,0.147,0.341,0.432,122.018,9,1,0
WATTBA,UnoTheActivist,0.731,0.446,-11.357,0.282,0.0,0.409,0.218,147.398,6,0,0
That's Why,Young Nudy,0.798,0.623,-7.548,0.363,6.3e-06,0.101,0.183,131.999,6,0,0
Do Dat,UnoTheActivist,0.841,0.562,-10.581,0.0131,0.0,0.103,0.602,146.994,9,0,0
"Katawaredoki / Theme of Mitsuha (From ""Your Name"")",Moisés Nieto,0.358,0.0409,-23.839,0.983,0.875,0.147,0.0303,128.643,0,1,1
Can't Find the Time,UnoTheActivist,0.762,0.287,-22.731,0.0114,0.00113,0.113,0.0805,124.015,1,1,0
IDOL - Japanese ver.,BTS,0.705,0.754,-5.453,0.000331,0.0,0.129,0.0895,126.014,6,0,0
Marni On Me,Future,0.759,0.52,-7.042,0.0187,0.0,0.313,0.447,123.189,2,1,0
X (feat. Future),21 Savage,0.835,0.413,-9.81,0.373,0.00133,0.101,0.396,149.004,1,1,1
The Cheat Code,UnoTheActivist,0.439,0.773,-8.854,0.00137,0.0,0.344,0.403,144.754,11,0,0
Billie Jean,A Boogie Wit da Hoodie,0.83,0.536,-6.324,0.0919,0.0,0.102,0.152,139.961,4,0,0
OMG,NewJeans,0.804,0.771,-4.067,0.357,3.07e-06,0.108,0.0433,126.956,9,0,0
King Vamp,Playboi Carti,0.691,0.756,-5.638,0.0117,0.0,0.257,0.352,144.188,8,0,0
ESCAPE,(G)I-DLE,0.619,0.717,-3.933,0.251,0.0,0.0809,0.0295,115.061,11,0,1
ないものねだり,KANA-BOON,0.471,0.77,-3.783,0.0002,0.00308,0.0974,0.102,174.85,6,0,1
SOMEONE LIKE ME,TWICE,0.785,0.638,-6.236,0.294,0.0,0.139,0.0503,99.997,4,1,1
Finesse Out The Gang Way (feat. Lil Baby),Lil Durk,0.736,0.887,-4.159,0.218,0.0,0.101,0.124,100.501,1,0,1
Illusion,aespa,0.75,0.718,-2.817,0.0814,1.75e-05,0.322,0.0468,90.027,2,0,0
Both Ways,UnoTheActivist,0.667,0.632,-9.296,0.0645,0.000593,0.234,0.264,148.232,1,0,0
Daisy (feat. pH-1),MIRANI,0.767,0.733,-4.392,0.341,0.0,0.0908,0.0741,100.038,6,1,1
Culture National Anthem - Outro,Migos,0.717,0.542,-6.231,0.154,0.0,0.111,0.0856,140.067,0,1,0
"The Plan - From the Motion Picture ""TENET""",Travis Scott,0.433,0.443,-10.568,0.0922,0.000293,0.117,0.0361,79.903,1,0,1
Eren the Hyou - Movie Ver.,Hiroyuki Sawano,0.214,0.648,-8.23,0.0011,0.894,0.107,0.0356,145.994,9,1,1
I'm a Pop,CHANMINA,0.667,0.825,-5.144,0.00476,0.000304,0.197,0.0378,149.936,5,0,1
Many Moons,UnoTheActivist,0.769,0.309,-14.031,0.622,0.0,0.103,0.374,160.041,0,0,0
目蓋の裏,sajou no hana,0.671,0.705,-4.205,0.109,0.0,0.123,0.0518,116.942,2,1,1
My Woe,UnoTheActivist,0.81,0.799,-6.305,0.00762,0.0,0.164,0.0661,138.025,9,0,0
The detective (Feat. Make a movie),MIRANI,0.636,0.661,-6.998,0.0414,1.07e-05,0.126,0.0515,180.072,1,0,1
Life's Too Short (English Version),aespa,0.472,0.8,-3.681,0.289,0.0,0.149,0.265,72.203,0,1,0
MOVE,TAEMIN,0.697,0.713,-5.273,0.0153,0.0,0.0857,0.115,99.964,8,0,1
DAHLIA,(G)I-DLE,0.755,0.821,-3.688,0.122,2.04e-06,0.127,0.0416,101.997,1,0,1
crossing field,LiSA,0.447,0.983,-2.281,0.0157,0.0,0.276,0.268,179.072,5,1,0
Symphonicsuite (Aot) Part1-1st: 0Sk,Hiroyuki Sawano,0.12,0.384,-10.019,0.0123,0.853,0.251,0.0347,95.085,5,1,1
Slime Mentality,YoungBoy Never Broke Again,0.637,0.801,-4.356,0.308,0.0,0.154,0.321,169.984,9,0,0
ODD FUTURE short ver.,UVERworld,0.691,0.895,-4.3,0.0274,0.0,0.503,0.0756,127.924,0,0,1
One Good Reason,Celldweller,0.242,0.947,-5.727,0.000117,0.000271,0.324,0.169,102.503,1,1,1
No Joke,Gunna,0.874,0.404,-9.709,0.0949,3.22e-06,0.104,0.517,77.52,1,0,1
Fatsane,Young Nudy,0.825,0.595,-7.316,0.00482,1.34e-05,0.253,0.297,161.973,1,1,0
Circo Loco,Drake,0.734,0.605,-8.476,0.0102,0.0,0.317,0.0699,103.976,1,1,0
Homies,Young Nudy,0.763,0.583,-9.934,0.0622,0.0,0.381,0.073,110.745,10,0,0
Adam Sandler,UnoTheActivist,0.855,0.757,-9.818,0.323,0.0,0.0743,0.222,140.014,6,1,0
Zone 6,Young Nudy,0.853,0.417,-9.407,0.174,0.0,0.314,0.791,155.964,9,1,0
Get Around,UnoTheActivist,0.594,0.473,-7.501,0.0152,0.0,0.0923,0.045,156.953,8,1,0
Forever,aespa,0.363,0.73,-3.794,0.365,0.0,0.305,0.0441,184.07,8,1,0
ninelie,Aimer,0.462,0.85,-5.558,0.0256,1.94e-05,0.0756,0.0453,172.063,6,0,1
シンカロン,Reol,0.546,0.943,-1.855,0.0144,1.03e-05,0.153,0.144,179.981,5,0,1
Parole,sajou no hana,0.48,0.948,-2.509,0.00995,3.59e-05,0.118,0.156,188.088,6,1,1
Great Escape,cinema staff,0.312,0.938,-2.661,0.000403,0.0,0.274,0.0928,183.918,2,1,1
Runaway Baby,Bruno Mars,0.658,0.762,-3.028,0.263,0.0,0.127,0.0425,163.864,10,0,0
Rodeo,Lil Nas X,0.706,0.679,-5.614,0.139,6.98e-05,0.465,0.0324,140.081,9,1,0
Memo,Young Thug,0.823,0.564,-6.617,0.151,0.0,0.122,0.116,131.988,1,1,1
STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled,0.718,0.461,-7.676,0.068,0.0,0.283,0.0797,129.953,4,0,0
Black Mamba,aespa,0.612,0.912,-2.853,0.064,0.000799,0.0843,0.0796,90.006,2,1,0
Back To Back,Drake,0.893,0.48,-3.728,0.00855,0.0,0.116,0.356,86.976,1,0,1
Long Way Down,One Direction,0.633,0.565,-5.179,0.0772,2.31e-05,0.168,0.0242,145.001,0,1,0
No Chaser,Young Nudy,0.913,0.577,-7.417,0.0817,0.0,0.449,0.416,145.965,1,1,0
Don’t think about it (with. ASH ISLAND),YongYong,0.602,0.793,-3.149,0.555,1.43e-06,0.156,0.0534,159.963,9,0,1
儀礼,Yasuharu Takanashi,0.0743,0.338,-13.022,0.907,0.239,0.111,0.0363,79.82,7,1,1
Thug Love,A Boogie Wit da Hoodie,0.543,0.643,-4.707,0.427,0.0,0.174,0.288,178.105,5,0,0
Unguarded Moment,Alisa Okehazama,0.487,0.542,-10.933,0.918,0.963,0.121,0.0449,117.841,11,0,0
Old School,Young Nudy,0.643,0.667,-8.109,0.0085,0.0251,0.378,0.317,162.95,11,1,0
New Tank,Playboi Carti,0.819,0.638,-4.831,0.031,0.000116,0.152,0.226,150.993,10,0,0
Purgatory 2,UnoTheActivist,0.597,0.474,-11.199,0.000116,0.089,0.195,0.0557,156.781,1,1,0
Hibana,THE SIXTH LIE,0.441,0.933,-4.905,0.000279,6.82e-06,0.0927,0.0914,182.003,1,0,1
WhoopDuWhoop,Young Nudy,0.861,0.493,-11.415,0.0333,0.000696,0.161,0.478,163.963,1,1,0
Real Baby Pluto,Future,0.898,0.567,-6.446,0.0165,0.0,0.109,0.302,141.973,1,1,0
Make It Rain (feat. Rowdy Rebel),Pop Smoke,0.5,0.767,-4.105,0.162,9.79e-05,0.385,0.403,159.477,1,1,0
Dior,Pop Smoke,0.548,0.805,-5.732,0.212,0.000389,0.408,0.351,142.094,7,1,0
Call Your Name,Hiroyuki Sawano,0.567,0.3,-8.421,0.0145,0.0,0.0687,0.0291,141.819,11,0,1
DEATH CHASER,Thouxanbanfauni,0.697,0.566,-11.194,0.248,0.0,0.129,0.168,159.967,0,0,0
Big Dripper,UnoTheActivist,0.793,0.353,-14.382,0.0714,0.000653,0.0958,0.271,147.104,1,1,0
Blinding Lights,The Weeknd,0.514,0.73,-5.934,0.00146,9.54e-05,0.0897,0.0598,171.005,1,1,0
NO CAP,Thouxanbanfauni,0.722,0.426,-12.802,0.262,0.0,0.114,0.233,144.983,1,1,0
Conversations,Juice WRLD,0.747,0.622,-5.825,0.176,0.0,0.151,0.0838,159.93,11,1,1
Clever Play,Frying-Pan,0.534,0.944,-10.746,0.000236,0.854,0.175,0.0543,99.953,2,1,1
Creed,UnoTheActivist,0.831,0.423,-13.937,0.256,0.0,0.142,0.135,126.038,7,0,0
LOST IN THE CITADEL,Lil Nas X,0.768,0.764,-5.82,0.0963,1.03e-05,0.114,0.0295,92.965,0,1,0
DNA,BTS,0.598,0.775,-4.035,0.022,0.0,0.0677,0.0545,129.819,1,0,1
In Control,YoungBoy Never Broke Again,0.643,0.77,-4.524,0.13,0.0,0.247,0.228,170.006,5,0,0
No More Crying,Hiroaki Tsutsumi,0.153,0.101,-15.689,0.918,0.753,0.0821,0.0407,72.637,8,1,1
Yes You Can,MadeinTYO,0.82,0.599,-8.489,0.00624,0.0,0.106,0.355,145.965,11,0,0
Do Not Disturb (feat. Lil Yachty & Offset),Smokepurpp,0.882,0.649,-4.569,0.205,0.00191,0.328,0.0666,130.981,10,0,0
三原色,PELICAN FANCLUB,0.434,0.845,-4.224,0.0111,0.0,0.163,0.042,100.018,6,0,1
Like a Fool,TWICE,0.716,0.811,-4.465,0.0545,0.0445,0.105,0.0881,89.028,10,1,1
Attack Of Cursed Corpse,照井順政,0.701,0.539,-10.385,0.13,0.791,0.0365,0.15,159.978,2,0,0
Panties Off,UnoTheActivist,0.623,0.483,-11.781,0.652,0.0,0.235,0.0645,114.829,3,0,0
"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,0.636,0.501,-7.26,0.413,0.0,0.339,0.329,82.309,11,0,1
Thesis,Isaac Zale,0.798,0.608,-6.529,0.155,0.0,0.103,0.0418,126.068,5,0,0
Never,Young Nudy,0.769,0.465,-11.379,0.125,1.08e-06,0.0675,0.214,148.019,10,1,0
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,0.637,0.715,-4.971,0.148,0.0,0.0892,0.0455,141.872,2,0,0
Basics,TWICE,0.778,0.8,-3.529,0.254,0.0,0.139,0.227,137.997,2,1,1
I WANT U BABY,STAYC,0.738,0.598,-6.186,0.383,0.0,0.139,0.0597,135.864,7,0,1
Fly To My Room,BTS,0.764,0.526,-7.355,0.0484,0.0,0.0718,0.212,114.91,11,1,0
Ice Cream (with Selena Gomez),BLACKPINK,0.79,0.701,-4.81,0.0317,8.06e-05,0.0311,0.365,159.972,9,1,0
PIECES OF LOVE,TWICE,0.763,0.767,-3.33,0.236,0.0,0.34,0.0384,103.01,9,1,1
Oh Okay (feat. Young Thug & Lil Baby),Gunna,0.889,0.516,-8.852,0.372,0.0,0.0926,0.327,140.005,8,1,1
Black & Chinese,Huncho Jack,0.668,0.844,-4.151,0.00389,0.00879,0.119,0.0956,159.108,1,1,1
